,Abstract,Task 1
30628,Mona's final solution not only works for a specific monad instance but even allows her to prove monad-generic properties.,OBJECTIVES
30629,Instead of proving properties over and over again for specific monad instances she is able to prove properties that hold for all monads representable by a container-based instance of the free monad.,OBJECTIVES/RESULTS/CONCLUSIONS
30630,"In order to strengthen her confidence in the practicability of her approach, Mona evaluates her approach in a case study that compares two implementations for queues.",OBJECTIVES/METHODS
30636,This paper proposes a compact and well-reasoned interface called the Homomorphic Instruction Set Architecture (HISA) for developing FHE applications.,OBJECTIVES
30637,"Just as the hardware ISA interface enabled hardware advances to proceed independent of software advances in the compiler and language runtimes, HISA decouples compiler optimizations and runtimes for supporting FHE applications from advancements in the underlying FHE schemes.",OBJECTIVES
30641,"This research considers the task of evolving the physical structure of a robot to enhance its performance in various environments, which is a significant problem in the field of Evolutionary Robotics.",OBJECTIVES
30649,"Following a thought experiment by Dworkin, this work considers a society of individuals with different preferences on the welfare distribution and an official to mediate the coordination among them.",OBJECTIVES
30656,"Generally speaking, in many situations it may be necessary find the best data compressor out of a given set, which is often done by comparing them empirically.",OBJECTIVES
30658,"We propose a novel reflection color model consisting of body essence and (mixed) neuter, and present an effective method for separating dichromatic reflection components using a single image.",OBJECTIVES/CONCLUSIONS
30677,This work aims to improve this approach by introducing alternative tools to describe and represent complex biological systems.,OBJECTIVES
30683,"We summarise the results of RoboCup 2D Soccer Simulation League in 2016 (Leipzig), including the main competition and the evaluation round.",OBJECTIVES
30692,The gathering and analysis of the observable facts can be used to infer knowledge about traffic congestion over time and gain insights into the roads safety.,OBJECTIVES
30696,The paper gives an introduction to rate equations in nonlinear continuum mechanics which should obey specific transformation rules.,BACKGROUND/OBJECTIVES
30698,The paper is particularly concerned with common classes of constitutive equations based on corotational stress rates and their proper implementation in time for solving initial boundary value problems.,OBJECTIVES
30700,This work studies the representational mapping across multimodal data such that given a piece of the raw data in one modality the corresponding semantic description in terms of the raw data in another modality is immediately obtained.,OBJECTIVES
30707,"We offer here a comprehensive review on both structural and dynamical organization of graphs made of diverse relationships (layers) between its constituents, and cover several relevant issues, from a full redefinition of the basic structural measures, to understanding how the multilayer nature of the network affects processes and dynamics.",OBJECTIVES
30710,"In this work, we train near-term quantum circuits to classify data represented by non-orthogonal quantum probability distributions using the Adam stochastic optimization algorithm.",OBJECTIVES
30724,"However, a systematic approach for designing full fixed-point training and inference of deep neural networks remains elusive.",OBJECTIVES
30731,"We present a novel deformable groupwise registration method, applied to large 3D image groups.",OBJECTIVES
30754,"In this paper, we examine the problem of robotic manipulation of granular media.",OBJECTIVES
30759,How much is the h-index of an editor of a well ranked journal improved due to citations which occur after his or her appointment?,OBJECTIVES
30772,"In this paper, we propose a novel JND-based perceptual video coding technique for HM RExt + SCM.",OBJECTIVES
30773,The proposed method is designed to further improve the compression performance of HM RExt + SCM when applied to YCbCr 4:4:4 SC video data.,OBJECTIVES
