,Abstract,Task 1
32173,The duality between perfect universal steganography with asymptotically optimum embedding rate and lossless universal source coding with asymptotically optimum compression rate is evinced in practice by showing that permutation coding can be implemented by means of adaptive arithmetic coding.,BACKGROUND/CONCLUSIONS
32177,"Partitioned permutation coding is shown to be a practical way to implement this trade-off, performing close to an unattainable upper bound on the rate-distortion function of the problem.",METHODS/RESULTS/CONCLUSIONS
32183,We experimentally compared adaptations of some of the latest algorithms and point out some caveats that should be kept in mind while handling general utility functions.,OBJECTIVES/METHODS/RESULTS/CONCLUSIONS
32193,This paper shows that the problem is GI-complete.,RESULTS/CONCLUSIONS
32194,"More precisely, we show that the graph isomorphism problem is GI-complete for comparability graphs of partially ordered sets with interval dimension 2 and height 3.",RESULTS/CONCLUSIONS
32207,These prolific results position Web search as an effective alternative to crawl methods for acquiring both the actual documents and seed URLs for future crawls.,CONCLUSIONS
32211,"A comprehensive set of experiments on the MovieLens and the Yahoo datasets based on widely applied performance metrics, indicate that EigenRec outperforms several state-of-the-art algorithms, in terms of Standard and Long-Tail recommendation accuracy, exhibiting low susceptibility to sparsity, even in its most extreme manifestations -- the Cold-Start problems.",RESULTS/CONCLUSIONS
32212,At the same time EigenRec has an attractive computational profile and it can apply readily in large-scale recommendation settings.,RESULTS/CONCLUSIONS
32215,"Therefore, a novel approach to decision feedback reliability estimation through online prediction is proposed and applied for SISO FIR DFE filter computation, which is shown to improve detection performance compared to previously known techniques.",METHODS/RESULTS/CONCLUSIONS
32216,"Finally, SISO FIR DFE with either a posteriori probability (APP) or expectation propagation (EP) based soft feedbacks is shown to be well-suited for operating at high-spectral efficiency.",CONCLUSIONS
32226,This probabilistic formulation allows us to go beyond point estimates of parameters and to perform Bayesian posterior inference.,METHODS/RESULTS/CONCLUSIONS
32227,"We find that the entropy of paragraph vectors decreases with the length of documents, and that information about posterior uncertainty improves performance in supervised learning tasks such as sentiment analysis and paraphrase detection.",RESULTS/CONCLUSIONS
32236,"Our results establish faculty hiring as an underlying mechanism that drives the persistent epistemic advantage observed for elite institutions, and provide a theoretical lower bound for the impact of structural inequality in shaping the spread of ideas in science.",CONCLUSIONS
32253,"We show that our algorithm has optimal (doubly exponential) time complexity, that it is compatible with recent antichain optimizations, and that it admits a lazy evaluation strategy.",RESULTS/CONCLUSIONS
32254,"Our preliminary experiments indeed show encouraging results, indicating a speed up of three orders of magnitude over a competitor.",RESULTS/CONCLUSIONS
32264,Experimental results have been obtained to evaluate the validity of the proposed approach.,RESULTS/CONCLUSIONS
32269,The construction used the NP-completeness of Three-dimensional contingency tables and the relaxation of the constraint that a hash function should also be a compression function.,METHODS/RESULTS/CONCLUSIONS
32273,"In this paper, we attempt solving these issues with transfer learning, where state-of-the-art architectures such as VGG and Inception are initialized with pre-trained weights from large benchmark datasets consisting of natural images, and the fully-connected layer is re-trained with only a small number of MRI images.",OBJECTIVES/CONCLUSIONS
32284,This approach could be scaled to data of any large volume and type.,CONCLUSIONS
32288,"Our experiments demonstrate the effectiveness of our approach on different simplification datasets, both in terms of automatic evaluation measures and human judgments.",CONCLUSIONS
32310,"For example, we show that the GHT is suitable for anomaly detection/analysis over networks and that GAS reveals complementary information in speech signals.",CONCLUSIONS
32315,"We hence develop a framework for integrating the considered marketing channels into the social network, and an approach for allocating budget among these channels.",METHODS/RESULTS/CONCLUSIONS
