,Abstract,Task 1
23300,"We first present a standard CNN architecture trained to recognize the shapes' rendered views independently of each other, and show that a 3D shape can be recognized even from a single view at an accuracy far higher than using state-of-the-art 3D shape descriptors.",METHODS/RESULTS
23301,Recognition rates further increase when multiple views of the shapes are provided.,METHODS/RESULTS
23302,"In addition, we present a novel CNN architecture that combines information from multiple views of a 3D shape into a single and compact shape descriptor offering even better recognition performance.",METHODS/RESULTS
23306,"Although the proof methods are quite different, the primary results remain the same.",RESULTS
23307,"We find that an observer's average uncertainty in the source state vanishes exponentially fast and, as a consequence, an observer's average uncertainty in predicting future output converges exponentially fast to the source entropy rate.",RESULTS
23310,We corroborate prior findings that pro-independence tweets are more likely to include the local language than anti-independence tweets.,RESULTS
23311,"We also find that Catalan is used more often in referendum-related discourse than in other contexts, contrary to prior findings on language variation.",RESULTS
23327,This model synthesizes random dynamic textures which are defined by stationary Gaussian distributions obtained by the random aggregation of warped patterns.,RESULTS
23328,"Importantly, we show that this model can equivalently be described as a stochastic partial differential equation.",RESULTS
23329,"Using this characterization of motion in images, it allows us to recast motion-energy models into a principled Bayesian inference framework.",RESULTS
23330,"Finally, we apply these textures in order to psychophysically probe speed perception in humans.",RESULTS
23331,"In this framework, while the likelihood is derived from the generative model, the prior is estimated from the observed results and accounts for the perceptual bias in a principled fashion.",RESULTS
23336,"In this paper, we discuss the three research directions we have taken for solving this issue: i) the identification of generic concepts to reinforce inter-article similarities; ii) the adoption of a bipartite network representation to improve scalability; iii) the design of a clustering algorithm to identify concepts for cross-disciplinary articles and obtain fine-grained topics for all articles.",RESULTS/CONCLUSIONS
23340,We establish generalization error bounds for our novel methods and show that the bounds decrease with respect to the number of unlabeled data without the distributional assumptions that are required in existing semi-supervised classification methods.,RESULTS
23342,"Several results regarding the stability and the stabilization of linear impulsive positive systems under arbitrary, constant, minimum, maximum and range dwell-time are obtained.",OBJECTIVES/RESULTS
23343,The proposed stability conditions characterize the pointwise decrease of a linear copositive Lyapunov function and are formulated in terms of finite-dimensional or semi-infinite linear programs.,METHODS/RESULTS
23345,The resulting stability and stabilization conditions are stated as infinite-dimensional linear programs for which three asymptotically exact computational methods are proposed and compared with each other on numerical examples.,RESULTS
23346,Similar results are then obtained for linear positive switched systems by exploiting the possibility of reformulating a switched system as an impulsive system.,RESULTS
23347,Some existing stability conditions are retrieved and extended to stabilization using the proposed lifting approach.,RESULTS
23348,Several examples are finally given for illustration.,RESULTS
23354,The dimension-reduced data is then used to estimate the implied timescales of the slowest process by a Markov state model analysis to assess the quality of the projection.,RESULTS
23379,We test our hypothesis against different empirical data of human mobility and show that our proposed model is able to better explain the human trajectories in these datasets.,RESULTS/CONCLUSIONS
